favourites_count,friendList,friendsCount,hashtags,imageurl,lang,retweetCount,retweeted,tweetCreatedAt,tweetId,tweetText,userCreatedAt,userDescription,userFollowersCount,userID,userLocation,userName
28,None,0,"['juul', 'juul', 'HamOnt', 'CDNPoli', 'ONPoli', 'TOPoli', 'CDNhealth']",http://pbs.twimg.com/profile_images/1037046115550420992/1-HAz8_y_normal.jpg,en,0,False,2018-10-02 16:19:06,1047159045751275520,"@lisamurkowski @SenatorDurbin @US_FDA You banned ASL @ £TheBox while #juul goes unstudied in £CDNPOLI £ONPOLI £TOPOLI.  Teenagers in Canada may not want a simulated injector for their vape, perhaps #juul can be sold alongside buck-a-beer &amp; cannabis in cities with carbines? #HamOnt #CDNPoli #ONPoli #TOPoli #CDNhealth",2018-09-04 18:27:12,Building a new-style 2038 nurses' station compatible Shoppers Drug Mart for outdoor families at the site of the old fire & dedicated to Walter & his fleas.,71,1037044420699279360,"Burlington, Ontario",The World Is Ours
160,None,1138,"['tobacco', 'GenZ', 'juuling', 'mrx', 'newmr', 'research', 'insights', 'juul', 'vaping', 'vape', 'smoking', 'addiction']",http://pbs.twimg.com/profile_images/695610401891848192/ehFXj-jG_normal.jpg,en,0,False,2018-10-02 12:45:05,1047105187985395715,The next big #tobacco epidemic is here. And it's hitting #GenZ hard. Check out our latest blogpost on #juuling.  https://t.co/CGsQAn9iDb @truthinitiative @goFAAR @747Insights #mrx #newmr #research #insights #juul #vaping #vape #smoking #addiction https://t.co/Ynx1xWhkUM,2015-10-15 16:34:46,"Collaborata, the Market Research Marketplace. We get #research funded, by allowing #brands to share project ideas and costs. #MRX #marketresearch #MR",1119,3904481016,"Chicago, IL",Collaborata
346963,None,309,"['Trump', 'Food', 'Drug', 'Juul', 'Labs', 'marketing', 'inspection', 'ecigarette', 'sales', 'ecig', 'ecigs']",http://pbs.twimg.com/profile_images/412832329795522562/oxZ13kuE_normal.jpeg,en,0,False,2018-10-02 22:03:28,1047245706858127362,#Trump #Food #Drug Admin Surprise Visit #Juul #Labs Seized “Over A Thousand Pages Of Documents” Fed agency obtained docs related to #marketing of Juul during #inspection at #ecigarette manufacturer HQ last week Sought more info on #sales/marketing esp to young people #ecig #ecigs https://t.co/FIN78fmH1p,2013-11-09 03:45:23,"tiny, old, grey, occasionally a bit cranky I Tweet A Lot LIST to Save Timeline",1504,2183520866,Northern California U.S.A.,tiniskwerl
42,None,1183,"['FDA', 'Raids', 'Vape', 'Maker', 'Juul', 'Seizes', 'Documents', 'Gizmodo', 'soynadie']",http://pbs.twimg.com/profile_images/962779416987361281/0mHOZuVZ_normal.jpg,en,0,False,2018-10-02 18:14:53,1047188185904828416,"AS: #FDA #Raids #Vape #Maker #Juul, #Seizes 'Thousands' of #Documents – #Gizmodo… https://t.co/lX166wChHl #soynadie",2014-04-02 14:01:05,Trabajando en https://t.co/fbfkDPP2JV,1576,2423864257,"Europa, Africa, Paises Arabes",Soynadie Net
8,None,0,"['wutang', 'juul', 'classichiphop', 'jurassic']",http://pbs.twimg.com/profile_images/1047324598688256003/LWv8fyu0_normal.jpg,en,0,False,2018-10-03 03:51:06,1047333191974051841,@KimKardashian @ashleygraham They probably bumping this song tbh #wutang #juul #classichiphop #jurassic https://t.co/fFix7VBTr1,2018-10-03 03:08:11,I be Master Chiefing the Juul,2,1047322390970212353,"Cow Roast, England",My name is Tray
168,None,79,"['cigarettes', 'fda', 'juul', 'ecigs']",http://pbs.twimg.com/profile_images/1045185841684000768/ahagAjr7_normal.jpg,en,0,False,2018-10-02 19:18:03,1047204081478000641,But keep feeding the kids #cigarettes that's perfectly ok. Battery acid never hurt anyone. #fda #juul #ecigs https://t.co/meGIjUIHaW,2018-09-27 05:10:48,You must unlearn what you have learned,30,1045178924517470208,"Portland, OR",Lauren
3898,None,2135,"['FDA', 'juul']",http://pbs.twimg.com/profile_images/649716907197632512/92rkT3Y2_normal.png,en,2,False,2018-10-03 02:49:42,1047317739860189184,WOW US #FDA launches into @JUULvapor by turning up and getting documentation from their San Fran HQ #juul https://t.co/w3TLBVFMBW,2015-10-01 22:35:29,The NZ Vaping Alliance provides commentary on e-cigarette use & vaping community issues.,2667,3837409467,New Zealand,NZ Vaping Alliance
2900,None,331,"['Juul', 'freedom']",http://pbs.twimg.com/profile_images/1730919792/TLG_Canada_Logo_4_Red_Shadow_normal.jpg,en,1,False,2018-10-02 17:36:41,1047178571754627072,#Juul says thank you for this promotion.  #freedom https://t.co/rzmqIV8WU7,2010-01-31 06:59:16,"Canada's best selection of humidors, herbal snuff, e-cigs and more!",348,110072438,Edmonton,TLG Canada Corp.
1915,None,314,"['pharma', 'juul', 'vaping', 'Nicorette', 'fda', 'cannabis', 'opioids']",http://pbs.twimg.com/profile_images/508632959/KKkvadratSM_normal.jpg,en,0,False,2018-10-02 23:37:42,1047269421423706113,When does the American public realise that billions of their tax dollars are used for federal &amp; supranational 'health' bodies whose only goal is protecting the #pharma industry revenues from competition? #juul #vaping #Nicorette #fda #cannabis #opioids https://t.co/l7rFCwGGRz,2009-11-04 12:21:43,"Klaus K, journalist & sangskriver i Danser med Drenge. Skriver om frihed, livsstil, forbud & tvang: https://t.co/yLL8XKHHDv",394,87425704,København,Klaus K
942,None,199,"['fortnite', 'pubg', 'fortnitehentai', 'lamp', 'dankmemes', 'juul', 'roblox', 'minecraft', 'donaldtrump', 'void', 'spook', 'sans', 'undertale', 'nakedassswarm']",http://pbs.twimg.com/profile_images/1046573457176051712/5fzQk2U__normal.jpg,en,1,False,2018-10-02 10:47:05,1047075491650461697,Whoever made this thank you                     #fortnite #pubg #fortnitehentai #lamp #dankmemes #juul #roblox #minecraft #donaldtrump #void #spook #sans #undertale #nakedassswarm… https://t.co/PtZGDI6ozK,2012-03-20 02:37:48,give a fuck what a bitch nigga say,93,530849633,,Big D
8,None,78,"['Juul', 'vape', 'ecig']",http://pbs.twimg.com/profile_images/905519464711680002/rJaOL2TO_normal.jpg,en,1,False,2018-10-02 13:18:19,1047113551767191552,"A new wave of lower-priced #Juul knock-offs is showing up at convenience stores, #vape shops and online - despite a U.S. Food and Drug Administration rule banning the sale of new #ecig products after August 2016 without regulatory approval. https://t.co/3huXIMNWny",2017-09-06 19:50:08,,195,905518496750198785,,MedChem guru
10,None,23,['juul'],http://pbs.twimg.com/profile_images/1040971150715699203/CiZRFhs__normal.jpg,en,0,False,2018-10-01 10:42:45,1046712013160927233,This dude came to me last night and wanted a hit out my #juul but I said I ain’t had more juice 😂🤣 https://t.co/8HOrEqbKUE,2016-08-27 02:00:08,Toe Gang Shit,18,769353772371812352,"Florida, USA",RUbiesTwetrvers
177,None,61,['juul'],http://pbs.twimg.com/profile_images/648653273537380356/qMOLTmKS_normal.jpg,en,0,False,2018-10-03 00:34:31,1047283721026641920,I hit my July with no nic because I’m a tuul #juul,2015-04-24 00:56:05,"sarcasm,       Speed Running Life. Member 1.3 of @WeTheRealclan",39,3199583973,"Smithfield, VA",Josh Wilson
45157,None,997,['juul'],http://pbs.twimg.com/profile_images/915051838319288320/SC8z_HUR_normal.jpg,en,0,False,2018-10-02 19:43:59,1047210608205213696,An attack on #juul is an attack on liberty. Tell the FDA to back off; these ads are NOT targeted toward teens https://t.co/q0i7vbmJGZ,2011-09-22 21:42:25,comedian || producer-editor @betchesluvthis ex-personality/editor @TheFlama eons ago Mystery Diner @FoodNetwork stand-up tape: https://t.co/T47D9nxdXK - he/him,2743,378239940,"New York, NY",danny vega 🆕
1,None,412,"['juul', 'juulsale', 'juul', 'ejuice', 'kratom', 'vapor', 'hookah', 'shisha', 'backwoods', 'cigarette', 'cigar', 'tobaccopipe', 'hypnoticsmokeshop', 'hypnoticheadshop']",http://pbs.twimg.com/profile_images/974878238097969153/3k4vCB3L_normal.jpg,en,0,False,2018-10-02 19:48:29,1047211737567694850,#juul pods 2 for $25 only @hypnoticsmokes1  #juulsale #juul #ejuice #kratom #vapor #hookah #shisha #backwoods #cigarette #cigar #tobaccopipe #hypnoticsmokeshop #hypnoticheadshop 🔥🔥🔥BEST… https://t.co/x8QRHxakDL,2018-03-17 05:19:24,Vapors/ e-juice/ cigerattes/ hookahs/ tobacco water pipes/ cigars. your one stop for all your smoking needs. best prices in the town.,16,974877843032346626,"629 broadway st,cape girardeau",hypnotic smokeshop
214,None,1,"['E', 'Juul']",http://pbs.twimg.com/profile_images/2644869948/d4360b6aca11e833f9bd112301eb1147_normal.jpeg,en,0,False,2018-10-02 13:10:02,1047111465474437127,#E-cigarettes such as #Juul are popular among teenagers—are they harmful? @TuftsUniversity https://t.co/zIOG3R0KPy,2009-02-10 13:20:56,Medical Xpress Health and Medicine News Stories,6546,20512439,,Medical Xpress
3557,None,132,"['Juul', 'vape', 'vapedaily']",http://pbs.twimg.com/profile_images/1045675895544008704/3drqHlZl_normal.jpg,en,0,False,2018-10-03 04:45:54,1047346985450258433,"Savory juul pod flavors is an untapped market, I’m calling it right now, we will have sour cream and onion flavor juul pods by February 2019. @JUULvapor #Juul #vape #vapedaily",2016-11-14 02:23:30,"yo whats up its your boy lou-tang artist, memer, and all around average guy. https://t.co/QhodMsNLyV",79,797988294231556096,yo mamas house,Luicifer
1,None,412,"['juul', 'vapor', 'ejuice', 'nicsalt', 'shisha', 'hookah', 'backwoods', 'tobaccopipe', 'cigarette', 'hypnoticsmokeshop', 'kratom', 'hypnoticheadshop']",http://pbs.twimg.com/profile_images/974878238097969153/3k4vCB3L_normal.jpg,en,0,False,2018-10-02 22:48:30,1047257041390194688,captian pd270 kit always surpises me for its super quality #juul #vapor #ejuice #nicsalt #shisha #hookah #backwoods #tobaccopipe #cigarette #hypnoticsmokeshop #kratom #hypnoticheadshop… https://t.co/IJ5k2R4TZQ,2018-03-17 05:19:24,Vapors/ e-juice/ cigerattes/ hookahs/ tobacco water pipes/ cigars. your one stop for all your smoking needs. best prices in the town.,16,974877843032346626,"629 broadway st,cape girardeau",hypnotic smokeshop
